index,sample.ID,ID,split,fold
2920,13327,13327,test,-1
2921,1333,1333,calibration,1
2922,13330,13330,calibration,5
2923,13331,13331,calibration,2
2924,13332,13332,test,-1
2925,13333,13333,calibration,1
2926,13335,13335,calibration,1
2927,13338,13338,test,-1
2928,13339,13339,calibration,5
2929,1334,1334,calibration,1
2930,13340,13340,calibration,2
2931,13341,13341,test,-1
2932,13342,13342,calibration,2
2933,13343,13343,calibration,2
2934,13344,13344,test,-1
2935,13345,13345,test,-1
2936,13346,13346,calibration,3
2937,13347,13347,calibration,4
2938,13348,13348,calibration,1
2939,13349,13349,calibration,3
2940,1335,1335,test,-1
2941,13350,13350,calibration,4
2942,13352,13352,test,-1
2945,13357,13357,calibration,1
2946,13358,13358,calibration,5
2947,13359,13359,calibration,4
2948,1336,1336,calibration,2
2949,13360,13360,calibration,5
2950,13361,13361,calibration,2
2951,13362,13362,calibration,1
2952,13363,13363,calibration,1
2953,13364,13364,calibration,5
2954,13365,13365,calibration,2
2955,13366,13366,calibration,4
2956,13367,13367,test,-1
2957,13368,13368,test,-1
2958,13369,13369,test,-1
2959,1337,1337,calibration,3
2960,13370,13370,calibration,2
2961,13371,13371,calibration,5
2962,13372,13372,calibration,5
2963,13373,13373,test,-1
2964,13374,13374,test,-1
2965,13375,13375,test,-1
2966,13376,13376,calibration,2
2967,13377,13377,calibration,5
2968,13378,13378,calibration,2
2969,13379,13379,test,-1
2970,1338,1338,test,-1
2971,13380,13380,calibration,4
2972,13381,13381,test,-1
2973,13382,13382,calibration,5
2974,13383,13383,calibration,1
2975,13384,13384,calibration,4
2976,13385,13385,calibration,5
2977,13386,13386,test,-1
2978,13387,13387,test,-1
2979,13388,13388,test,-1
2980,13389,13389,test,-1
2981,1339,1339,calibration,1
2982,13390,13390,calibration,4
2983,13391,13391,test,-1
2984,13392,13392,calibration,1
2985,13393,13393,calibration,4
2986,13394,13394,calibration,4
2987,13395,13395,calibration,5
2988,13396,13396,calibration,1
2989,13397,13397,test,-1
2990,13398,13398,calibration,1
2991,13399,13399,calibration,3
2992,134,134,calibration,3
2994,13400,13400,calibration,5
2995,13401,13401,test,-1
2996,13408,13408,calibration,1
2997,13409,13409,test,-1
2998,1341,1341,calibration,3
2999,13410,13410,calibration,2
3000,13411,13411,calibration,5
3001,13412,13412,calibration,2
3002,13413,13413,calibration,2
3003,13414,13414,test,-1
3004,13415,13415,test,-1
3005,13416,13416,calibration,1
3006,13417,13417,test,-1
3007,13418,13418,test,-1
3008,13419,13419,calibration,4
3010,13420,13420,test,-1
3011,13421,13421,calibration,2
3012,13422,13422,calibration,5
3013,13423,13423,calibration,4
3014,13424,13424,calibration,4
3015,13426,13426,calibration,4
3016,13427,13427,test,-1
3017,13428,13428,calibration,3
3018,13429,13429,calibration,1
3019,1343,1343,test,-1
3020,13430,13430,test,-1
3021,13431,13431,calibration,5
3022,13432,13432,calibration,1
3023,13433,13433,calibration,4
3024,13434,13434,calibration,3
3025,13435,13435,test,-1
3026,13436,13436,test,-1
3027,13437,13437,calibration,4
3028,13439,13439,calibration,4
3029,1344,1344,test,-1
3030,13440,13440,calibration,5
3031,13441,13441,calibration,2
3032,13442,13442,calibration,3
3033,13445,13445,calibration,3
3034,13447,13447,calibration,5
3035,13448,13448,calibration,5
3036,13449,13449,test,-1
3037,1345,1345,test,-1
3038,13450,13450,calibration,1
3039,13451,13451,test,-1
3040,13452,13452,calibration,3
3041,13453,13453,calibration,4
3043,13455,13455,calibration,3
3044,13456,13456,test,-1
3045,13457,13457,calibration,3
3046,13458,13458,calibration,3
3047,13459,13459,calibration,2
3048,1346,1346,test,-1
3049,13460,13460,calibration,2
3050,13462,13462,calibration,2
3051,13463,13463,calibration,5
3052,13464,13464,test,-1
3053,1347,1347,test,-1
3055,13475,13475,test,-1
3056,13476,13476,calibration,1
3057,13477,13477,test,-1
3058,13478,13478,calibration,3
3059,13479,13479,calibration,3
3060,1348,1348,calibration,4
3061,13480,13480,calibration,2
3063,13482,13482,test,-1
3064,13483,13483,calibration,5
3065,13484,13484,calibration,1
3066,13485,13485,calibration,4
3067,13486,13486,calibration,1
3068,13487,13487,calibration,1
3069,13489,13489,calibration,4
3070,1349,1349,calibration,3
3071,13490,13490,test,-1
3072,13492,13492,calibration,5
3073,13494,13494,calibration,5
3074,13495,13495,calibration,4
3075,13496,13496,calibration,1
3076,13497,13497,test,-1
3077,13499,13499,test,-1
3078,135,135,calibration,5
3079,1350,1350,test,-1
3080,13501,13501,calibration,4
3081,13503,13503,calibration,4
3082,13504,13504,calibration,4
3083,13506,13506,test,-1
3084,13507,13507,calibration,4
3085,1351,1351,calibration,4
3086,13510,13510,calibration,5
3087,13511,13511,calibration,3
3088,13512,13512,test,-1
3089,13513,13513,calibration,4
3090,13514,13514,test,-1
3091,13515,13515,calibration,3
3092,13516,13516,calibration,3
3093,13517,13517,calibration,4
3094,13518,13518,calibration,4
3096,1352,1352,calibration,2
3097,13520,13520,calibration,5
3098,13521,13521,test,-1
3099,13522,13522,calibration,4
3100,13524,13524,calibration,1
3101,13526,13526,calibration,4
3102,1353,1353,calibration,2
3103,13531,13531,calibration,2
3104,13532,13532,test,-1
3105,13533,13533,calibration,1
3106,13534,13534,test,-1
3107,13535,13535,calibration,5
3108,13536,13536,test,-1
3109,13537,13537,calibration,1
3110,13538,13538,calibration,4
3111,13539,13539,calibration,5
3112,1354,1354,calibration,3
3113,13540,13540,calibration,2
3114,13541,13541,test,-1
3115,13542,13542,calibration,2
3116,13543,13543,calibration,3
3117,13544,13544,calibration,1
3118,13545,13545,calibration,3
3119,13546,13546,calibration,3
3120,13547,13547,calibration,4
3121,13548,13548,test,-1
3122,13549,13549,calibration,5
3123,1355,1355,test,-1
3124,13551,13551,calibration,5
3125,13552,13552,test,-1
3126,13553,13553,calibration,2
3127,13554,13554,calibration,4
3128,13555,13555,test,-1
3129,13556,13556,test,-1
3130,13557,13557,test,-1
3131,13558,13558,calibration,5
3132,13559,13559,calibration,1
3133,1356,1356,test,-1
3134,13561,13561,calibration,1
3135,13562,13562,calibration,3
3136,13563,13563,calibration,2
3137,13566,13566,test,-1
3138,13567,13567,calibration,5
3139,13568,13568,test,-1
3140,13569,13569,calibration,5
3141,1357,1357,calibration,1
3142,13570,13570,test,-1
3143,13571,13571,test,-1
3144,13572,13572,test,-1
3145,13574,13574,calibration,5
3146,13575,13575,test,-1
3147,13576,13576,calibration,3
3148,13577,13577,test,-1
3149,13578,13578,calibration,4
3150,13579,13579,calibration,3
3151,1358,1358,calibration,5
3152,13580,13580,test,-1
3153,13581,13581,calibration,4
3154,13582,13582,calibration,4
3155,13583,13583,test,-1
3156,13584,13584,calibration,3
3157,13585,13585,calibration,3
3158,13586,13586,test,-1
3159,13587,13587,test,-1
3160,13588,13588,calibration,1
3161,13589,13589,calibration,4
3162,1359,1359,calibration,3
3163,13590,13590,test,-1
3164,13591,13591,calibration,2
3165,13592,13592,calibration,1
3166,13593,13593,calibration,5
3167,13594,13594,calibration,4
3168,13595,13595,calibration,5
3169,13596,13596,calibration,3
3170,13597,13597,test,-1
3171,13598,13598,calibration,3
3173,1360,1360,test,-1
3174,13601,13601,test,-1
3175,13602,13602,calibration,5
3176,13603,13603,test,-1
3177,13604,13604,test,-1
3178,13605,13605,test,-1
3179,13606,13606,calibration,2
3180,13607,13607,calibration,5
3181,13608,13608,calibration,2
3182,13609,13609,calibration,3
3183,1361,1361,test,-1
3184,13610,13610,calibration,5
3185,13611,13611,calibration,2
3186,13612,13612,calibration,5
3187,13613,13613,calibration,4
3188,13614,13614,calibration,5
3189,13615,13615,calibration,1
3190,13616,13616,test,-1
3191,13617,13617,test,-1
3192,13618,13618,test,-1
3193,13619,13619,calibration,1
3194,13620,13620,calibration,4
3195,13621,13621,calibration,5
3196,13622,13622,calibration,4
3197,13623,13623,calibration,3
3198,13624,13624,calibration,4
3199,13625,13625,test,-1
3200,13626,13626,calibration,2
3201,13627,13627,calibration,5
3202,13628,13628,calibration,2
3203,13629,13629,calibration,2
3204,1363,1363,test,-1
3205,13630,13630,calibration,3
3206,13631,13631,test,-1
3207,13633,13633,calibration,5
3208,13634,13634,calibration,2
3209,13635,13635,test,-1
3210,13636,13636,calibration,2
3211,13637,13637,calibration,5
3212,13638,13638,calibration,1
3213,13639,13639,calibration,1
3214,1364,1364,calibration,5
3215,13640,13640,calibration,5
3216,13641,13641,test,-1
3217,13642,13642,calibration,3
3218,13643,13643,test,-1
3219,13644,13644,calibration,4
3220,13645,13645,test,-1
3221,13646,13646,calibration,5
3222,13647,13647,test,-1
3223,13648,13648,test,-1
3224,13649,13649,test,-1
3225,1365,1365,calibration,1
3226,13650,13650,test,-1
3227,13651,13651,test,-1
3228,13652,13652,test,-1
3230,13654,13654,calibration,5
3231,13655,13655,test,-1
3233,1367,1367,calibration,5
3234,13671,13671,calibration,3
3235,13672,13672,calibration,3
3236,13673,13673,calibration,4
3237,13674,13674,calibration,1
3238,13675,13675,calibration,4
3239,13676,13676,test,-1
3240,13677,13677,test,-1
3242,13679,13679,test,-1
3243,1368,1368,test,-1
3244,13680,13680,calibration,1
3245,13681,13681,calibration,1
3246,13682,13682,calibration,3
3247,13683,13683,test,-1
3248,13684,13684,calibration,2
3249,13685,13685,calibration,5
3250,13686,13686,calibration,3
3251,13687,13687,calibration,3
3252,13688,13688,calibration,2
3253,13689,13689,calibration,3
3254,13691,13691,calibration,4
3255,13692,13692,calibration,1
3256,13693,13693,test,-1
3257,13694,13694,calibration,5
3258,13695,13695,calibration,2
3259,13696,13696,calibration,1
3260,13697,13697,calibration,4
3261,13698,13698,calibration,1
3262,13699,13699,test,-1
3263,137,137,calibration,5
3265,13700,13700,test,-1
3266,13701,13701,calibration,1
3267,13703,13703,calibration,2
3269,1371,1371,calibration,4
3270,1372,1372,calibration,4
3271,13727,13727,test,-1
3273,13729,13729,calibration,2
3274,1373,1373,calibration,5
3275,13730,13730,calibration,2
3277,13732,13732,test,-1
3278,13733,13733,calibration,3
3279,13734,13734,calibration,3
3280,13738,13738,calibration,3
3281,13739,13739,test,-1
3282,1374,1374,calibration,4
3283,13740,13740,test,-1
3284,13742,13742,test,-1
3285,13749,13749,calibration,1
3286,1375,1375,test,-1
3287,13751,13751,test,-1
3289,13754,13754,calibration,3
3290,13755,13755,calibration,2
3291,13756,13756,calibration,2
3292,13757,13757,test,-1
3293,13758,13758,test,-1
3294,13759,13759,test,-1
3295,1376,1376,calibration,5
3296,13760,13760,test,-1
3297,13761,13761,calibration,3
3298,13763,13763,calibration,3
3299,13766,13766,test,-1
3300,13767,13767,calibration,2
3301,13768,13768,calibration,4
3302,13769,13769,calibration,5
3303,1377,1377,calibration,4
3304,13771,13771,calibration,2
3305,13773,13773,test,-1
3306,13774,13774,calibration,1
3308,13776,13776,test,-1
3309,13777,13777,calibration,3
3310,13778,13778,calibration,1
3311,13779,13779,test,-1
3312,1378,1378,calibration,2
3313,13780,13780,calibration,5
3314,13781,13781,calibration,5
3315,13782,13782,test,-1
3316,13785,13785,calibration,5
3317,13786,13786,calibration,1
3318,13788,13788,calibration,4
3319,13789,13789,calibration,3
3320,13790,13790,calibration,1
3321,13791,13791,test,-1
3322,13793,13793,calibration,3
3323,13794,13794,calibration,3
3324,13795,13795,calibration,4
3325,13799,13799,calibration,5
3326,138,138,test,-1
3327,1380,1380,calibration,2
3328,13802,13802,calibration,2
3329,13803,13803,test,-1
3330,13804,13804,test,-1
3331,13805,13805,test,-1
3332,13806,13806,test,-1
3333,13807,13807,calibration,1
3334,13808,13808,test,-1
3335,13809,13809,calibration,5
3336,1381,1381,calibration,3
3337,13817,13817,test,-1
3338,13818,13818,test,-1
3340,1382,1382,calibration,3
3341,13820,13820,calibration,2
3342,13821,13821,calibration,4
3343,13822,13822,calibration,4
3344,13823,13823,calibration,1
3345,13824,13824,test,-1
3346,13825,13825,test,-1
3347,13826,13826,calibration,1
3348,13827,13827,calibration,1
3349,13828,13828,calibration,2
3350,13829,13829,calibration,5
3351,1383,1383,test,-1
3352,13830,13830,calibration,3
3353,1384,1384,calibration,2
3354,13845,13845,test,-1
3355,13846,13846,calibration,1
3356,13847,13847,calibration,3
3357,13848,13848,calibration,4
3358,13849,13849,calibration,1
3359,1385,1385,calibration,2
3360,13850,13850,calibration,2
3361,13851,13851,calibration,1
3362,13852,13852,test,-1
3363,13853,13853,calibration,2
3364,13855,13855,calibration,4
3365,13856,13856,calibration,4
3367,13858,13858,calibration,4
3368,13859,13859,test,-1
3369,1386,1386,test,-1
3370,13860,13860,calibration,2
3371,13861,13861,test,-1
3372,13862,13862,test,-1
3373,13863,13863,test,-1
3374,13864,13864,test,-1
3375,13865,13865,test,-1
3376,13869,13869,calibration,1
3377,1387,1387,calibration,4
3378,13874,13874,test,-1
3379,13875,13875,calibration,5
3380,13878,13878,calibration,4
3381,1388,1388,test,-1
3382,13880,13880,calibration,1
3383,13881,13881,calibration,1
3384,13882,13882,calibration,3
3385,13883,13883,test,-1
3386,13884,13884,calibration,2
3387,13885,13885,calibration,3
3388,13886,13886,calibration,3
3389,13887,13887,test,-1
3390,13888,13888,test,-1
3391,13889,13889,calibration,1
3392,1389,1389,calibration,4
3393,13890,13890,calibration,4
3394,13891,13891,calibration,4
3395,13894,13894,test,-1
3396,13895,13895,calibration,1
3397,13896,13896,calibration,2
3398,139,139,test,-1
3399,1390,1390,calibration,5
3400,13901,13901,calibration,5
3401,13902,13902,test,-1
3402,13903,13903,calibration,2
3403,13904,13904,calibration,3
3404,13905,13905,test,-1
3405,13906,13906,calibration,3
3406,13907,13907,test,-1
3407,13908,13908,calibration,1
3408,13909,13909,test,-1
3409,1391,1391,calibration,1
3410,13910,13910,test,-1
3411,13911,13911,calibration,2
3412,13912,13912,test,-1
3413,13913,13913,calibration,2
3414,13916,13916,calibration,5
3415,13917,13917,calibration,2
3416,1392,1392,calibration,1
3417,13921,13921,calibration,2
3418,13922,13922,calibration,5
3419,13923,13923,calibration,4
3420,13924,13924,calibration,5
3421,13926,13926,calibration,2
3422,13927,13927,calibration,3
3423,13928,13928,test,-1
3424,1393,1393,calibration,5
3425,13931,13931,calibration,2
3426,13932,13932,test,-1
3427,13933,13933,test,-1
3428,13934,13934,calibration,1
3429,13936,13936,calibration,5
3430,13937,13937,test,-1
3431,13938,13938,test,-1
3432,1394,1394,calibration,2
3433,13941,13941,calibration,1
3434,13946,13946,calibration,4
3435,13947,13947,test,-1
3436,13948,13948,calibration,5
3437,1395,1395,calibration,4
3438,13951,13951,calibration,2
3439,13952,13952,calibration,3
3440,13954,13954,calibration,5
3441,13955,13955-REP2,test,-1
3442,13955,13955-REP1,calibration,1
3443,13957,13957,calibration,2
3444,13958,13958,calibration,5
3445,13959,13959,test,-1
3446,1396,1396,test,-1
3447,13960,13960,calibration,1
3448,13961,13961,calibration,4
3449,1397,1397,test,-1
3450,13972,13972,test,-1
3451,13975,13975,test,-1
3452,13976,13976,calibration,5
3453,1398,1398,calibration,1
3454,13986,13986,test,-1
3456,1399,1399,calibration,5
3457,13990,13990,calibration,5
3458,13991,13991,calibration,4
3459,13992,13992,calibration,3
3460,13993,13993,calibration,1
3461,13994,13994,test,-1
3462,13995,13995,calibration,5
3463,13996,13996,calibration,4
3465,140,140,test,-1
3466,1400,1400,calibration,2
3467,14001,14001,calibration,5
3468,14002,14002,test,-1
3469,14003,14003,test,-1
3470,14004,14004,calibration,3
3471,14005,14005,calibration,3
3472,14006,14006,test,-1
3473,14007,14007,calibration,3
3474,14008,14008,calibration,5
3475,1401,1401,test,-1
3476,14010,14010,calibration,3
3477,14011,14011,test,-1
3478,14012,14012,test,-1
3479,14013,14013,test,-1
3480,14014,14014,test,-1
3481,14016,14016,calibration,1
3482,14017,14017,calibration,5
3483,14018,14018,calibration,5
3484,14019,14019,calibration,2
3485,1402,1402,test,-1
3486,14020,14020,test,-1
3488,14026,14026,test,-1
3489,14027,14027,calibration,1
3490,14028,14028,calibration,3
3491,14029,14029,calibration,4
3492,1403,1403,calibration,3
3493,14030,14030,test,-1
3495,14032,14032,calibration,3
3496,14033,14033,test,-1
3497,14034,14034,test,-1
3498,14035,14035,calibration,4
3499,14036,14036,calibration,4
3500,14037,14037,test,-1
3501,14038,14038,calibration,1
3502,14039,14039,calibration,1
3503,1404,1404,calibration,5
3504,14040,14040,calibration,3
3505,14041,14041,calibration,2
3506,14042,14042,calibration,5
3507,1405,1405,calibration,3
3508,14050,14050,test,-1
3509,14051,14051,calibration,4
3510,14052,14052,calibration,3
3511,14053,14053,test,-1
3512,14054,14054,calibration,2
3513,14055,14055,calibration,5
3514,14056,14056,test,-1
3515,14057,14057,calibration,3
3516,14058,14058,test,-1
3518,1406,1406,calibration,1
3519,14060,14060,test,-1
3520,14061,14061,calibration,4
3521,14062,14062,test,-1
3522,14063,14063,test,-1
3523,14064,14064,calibration,1
3524,14065,14065,test,-1
3525,14066,14066,calibration,1
3526,14067,14067,calibration,1
3527,14068,14068,calibration,4
3528,14069,14069,calibration,1
3529,1407,1407,calibration,4
3530,14070,14070,test,-1
3531,14071,14071,calibration,4
3532,14072,14072,test,-1
3533,14073,14073,calibration,1
3534,14074,14074,calibration,1
3535,14075,14075,calibration,2
3536,14076,14076,test,-1
3537,14077,14077,calibration,1
3538,14078,14078,test,-1
3539,14079,14079,calibration,2
3540,1408,1408,calibration,3
3541,14080,14080,calibration,3
3542,14082,14082,test,-1
3543,14083,14083,calibration,3
3544,14084,14084,calibration,5
3545,14085,14085,calibration,3
3546,14086,14086,calibration,3
3547,14087,14087,calibration,3
3549,14091,14091,calibration,4
3550,14093,14093,calibration,5
3551,14094,14094,test,-1
3552,14095,14095,test,-1
3553,14096,14096,test,-1
3554,14097,14097,calibration,4
3556,14099,14099,test,-1
3557,141,141,test,-1
3558,1410,1410,test,-1
3559,14106,14106,calibration,5
3560,14107,14107,calibration,1
3561,14108,14108,test,-1
3562,14109,14109,calibration,3
3563,1411,1411,calibration,2
3564,14111,14111,calibration,5
3565,14112,14112,calibration,2
3567,14114,14114,test,-1
3568,14115,14115,calibration,4
3569,14116,14116,test,-1
3570,14117,14117,calibration,1
3571,14118,14118,test,-1
3572,14119,14119,calibration,1
3573,1412,1412,calibration,2
3574,14121,14121,calibration,5
3575,14122,14122,test,-1
3576,14124,14124,calibration,3
3577,14125,14125,calibration,4
3578,14126,14126,calibration,5
3579,14127,14127,test,-1
3580,14128,14128,calibration,4
3581,14129,14129,test,-1
3582,1413,1413,calibration,2
3583,14130,14130,calibration,2
3584,14131,14131,calibration,3
3585,14132,14132,calibration,2
3586,14133,14133,calibration,5
3587,14134,14134,calibration,2
3588,14135,14135,test,-1
3589,14136,14136,calibration,2
3590,14137,14137,calibration,4
3591,14138,14138,test,-1
3592,14139,14139,test,-1
3593,1414,1414,calibration,5
3594,14140,14140,calibration,5
3595,14141,14141,calibration,5
3596,14142,14142,calibration,3
3597,14143,14143,test,-1
3598,14144,14144,calibration,4
3599,14145,14145,calibration,3
3600,14146,14146,calibration,4
3601,14147,14147,calibration,3
3602,14148,14148,calibration,3
3603,1415,1415,calibration,2
3604,14151,14151,calibration,4
3605,14152,14152,calibration,3
3606,14157,14157,calibration,4
3607,14158,14158,calibration,2
3608,14161,14161,test,-1
3609,14162,14162,test,-1
3610,14163,14163,test,-1
3611,14164,14164,calibration,1
3612,14165,14165,calibration,4
3613,14166,14166,calibration,4
3614,14167,14167,calibration,3
3615,14168,14168,test,-1
3616,14169,14169,calibration,1
3617,1417,1417,test,-1
3618,14170,14170,calibration,4
3619,14171,14171,test,-1
3620,14172,14172,calibration,3
3621,14173,14173,calibration,3
3622,14174,14174,calibration,1
3623,14175,14175,test,-1
3624,14176,14176,calibration,2
3625,14177,14177,test,-1
3626,14178,14178,calibration,1
3627,14179,14179,calibration,5
3628,1418,1418,calibration,1
3629,14180,14180,test,-1
3630,14181,14181,calibration,5
3631,14182,14182,calibration,2
3632,14183,14183,calibration,5
3633,14184,14184,test,-1
3634,14186,14186,calibration,5
3635,14187,14187,test,-1
3636,14188,14188,calibration,1
3637,14189,14189,calibration,1
3638,1419,1419,calibration,3
3639,14190,14190,test,-1
3640,14191,14191,test,-1
3641,14192,14192,test,-1
3642,14193,14193,test,-1
3643,14194,14194,test,-1
3644,14195,14195,test,-1
3645,14196,14196,calibration,5
3646,14197,14197,calibration,3
3647,14199,14199,calibration,5
3648,142,142,calibration,2
3649,1420,1420,test,-1
3650,14200,14200,calibration,3
3651,14202,14202,calibration,5
3652,14203,14203,calibration,4
3653,14204,14204,test,-1
3654,14205,14205,calibration,1
3655,14206,14206,calibration,5
3656,14207,14207,calibration,4
3657,14208,14208,calibration,5
3658,14209,14209,calibration,4
3659,1421,1421,test,-1
3660,14210,14210,test,-1
3661,14211,14211,calibration,2
3662,14212,14212,calibration,3
3663,14216,14216,test,-1
3664,1422,1422,test,-1
3665,14224,14224,calibration,3
3666,14225,14225,test,-1
3667,14226,14226,calibration,1
3668,14227,14227,test,-1
3669,14228,14228,calibration,1
3670,14229,14229,calibration,5
3671,14230,14230,calibration,1
3672,14231,14231,calibration,5
3673,14232,14232,test,-1
3674,14233,14233,calibration,2
3675,14234,14234,calibration,1
3677,1424,1424,test,-1
3678,14240,14240,calibration,4
3679,14241,14241,calibration,1
3680,14242,14242,test,-1
3681,14247,14247,calibration,4
3682,14249,14249,calibration,1
3683,1425,1425,calibration,4
3684,14250,14250,calibration,3
3685,14254,14254,calibration,5
3686,14255,14255,test,-1
3687,1426,1426,test,-1
3688,14260,14260,calibration,4
3689,14261,14261,calibration,3
3690,14262,14262,calibration,2
3691,14263,14263,test,-1
3692,14264,14264,test,-1
3695,14268,14268,calibration,3
3696,1427,1427,test,-1
3697,14270,14270,test,-1
3698,14271,14271,calibration,5
3699,14272,14272,calibration,1
3700,14273,14273,test,-1
3701,14274,14274,calibration,4
3702,14276,14276,calibration,3
3703,14277,14277,calibration,2
3704,14278,14278,test,-1
3705,14279,14279,calibration,2
3706,1428,1428,calibration,5
3707,14280,14280,calibration,3
3708,14281,14281,calibration,4
3709,14282,14282,calibration,2
3710,14283,14283,calibration,3
3711,14284,14284,calibration,2
3712,14285,14285,calibration,4
3714,14289,14289,calibration,3
3715,1429,1429,calibration,1
3716,14290,14290,calibration,3
3717,14291,14291,calibration,5
3718,14292,14292,test,-1
3719,14293,14293,calibration,1
3720,14294,14294,calibration,5
3721,14295,14295,calibration,3
3722,143,143,test,-1
3723,1430,1430,calibration,3
3724,14300,14300,test,-1
3725,14301,14301,calibration,1
3726,14302,14302,test,-1
3727,14303,14303,calibration,4
3728,14304,14304,calibration,5
3729,14305,14305,calibration,5
3730,14306,14306,calibration,1
3731,14308,14308,calibration,2
3732,1431,1431,test,-1
3734,14311,14311,calibration,4
3735,14312,14312,calibration,3
3736,14313,14313,test,-1
3737,14314,14314,test,-1
3738,14315,14315,test,-1
3740,14317,14317,calibration,4
3741,1432,1432,test,-1
3742,14320,14320,calibration,3
3743,14321,14321,test,-1
3744,14322,14322,calibration,3
3745,14326,14326,calibration,4
3746,14327,14327,calibration,3
3747,14328,14328,test,-1
3748,14329,14329,calibration,5
3749,1433,1433,calibration,2
3750,14330,14330,calibration,1
3751,14331,14331,calibration,3
3752,14332,14332,calibration,1
3753,14333,14333,calibration,5
3754,14334,14334,test,-1
3755,14335,14335,calibration,2
3756,14336,14336,test,-1
3757,14337,14337,calibration,5
3759,14345,14345,calibration,3
3760,14346,14346,calibration,3
3761,14347,14347,calibration,4
3762,14348,14348,test,-1
3763,1435,1435,calibration,5
3764,14350,14350,test,-1
3765,14351,14351,test,-1
3766,14352,14352,test,-1
3767,14353,14353,test,-1
3768,14356,14356,calibration,2
3769,14358,14358,calibration,5
3770,1436,1436,calibration,5
3771,14364,14364,calibration,2
3772,14365,14365,calibration,2
3773,14366,14366,calibration,4
3774,14367,14367,test,-1
3775,14368,14368,calibration,3
3776,14369,14369,calibration,5
3777,1437,1437,test,-1
3778,14370,14370,calibration,3
3779,14371,14371,calibration,2
3780,14372,14372,calibration,2
3781,14373,14373,calibration,1
3782,14374,14374,test,-1
3783,14375,14375,calibration,2
3784,14376,14376,calibration,5
3785,14377,14377,calibration,2
3786,14378,14378,test,-1
3787,14379,14379,calibration,2
3788,1438,1438,calibration,1
3789,14380,14380,calibration,2
3790,14381,14381,test,-1
3791,14382,14382,test,-1
3792,14383,14383,calibration,5
3793,14384,14384,calibration,5
3794,14385,14385,test,-1
3796,1439,1439,calibration,2
3797,14390,14390,test,-1
3798,14391,14391,test,-1
3799,14393,14393,test,-1
3800,14394,14394,test,-1
3801,14396,14396,calibration,5
3802,14397,14397,calibration,5
3803,14398,14398,calibration,4
3804,14399,14399,calibration,3
3805,144,144,calibration,4
3806,1440,1440,test,-1
3807,14400,14400,calibration,5
3808,14401,14401,calibration,1
3809,14402,14402,calibration,2
3810,14403,14403,calibration,3
3811,14405,14405,test,-1
3812,14406,14406,calibration,2
3814,14408,14408,test,-1
3815,14409,14409,test,-1
3816,1441,1441,test,-1
3817,14410,14410,calibration,1
3818,14413,14413,calibration,4
3819,1442,1442,calibration,5
3820,14420,14420,calibration,4
3821,14424,14424,calibration,4
3822,14425,14425,calibration,1
3823,14426,14426,test,-1
3824,14427,14427,test,-1
3825,14428,14428,calibration,3
3826,14429,14429,calibration,5
3827,1443,1443,calibration,1
3828,14430,14430,calibration,1
3829,14431,14431,test,-1
3830,14432,14432,test,-1
3831,14433,14433,test,-1
3832,14434,14434,test,-1
3833,14435,14435,test,-1
3834,14436,14436,calibration,2
3835,14437,14437,test,-1
3836,14438,14438,calibration,1
3837,14439,14439,calibration,4
3838,1444,1444,test,-1
3839,14440,14440,calibration,3
3840,14441,14441,calibration,2
3841,14442,14442,calibration,4
3842,14443,14443,calibration,4
3843,14444,14444,calibration,2
3844,14445,14445,calibration,2
3845,14446,14446,calibration,4
3847,1445,1445,test,-1
3848,14451,14451,calibration,4
3849,14452,14452,test,-1
3850,14453,14453,calibration,5
3851,14454,14454,calibration,4
3852,14455,14455,calibration,4
3853,14456,14456,test,-1
3854,14457,14457,calibration,2
3855,14458,14458,test,-1
3856,14459,14459,test,-1
3857,1446,1446,calibration,3
3858,14460,14460,test,-1
3859,14461,14461,calibration,1
3860,14462,14462,calibration,3
3861,14463,14463,calibration,2
3862,14464,14464,calibration,2
3863,14468,14468,test,-1
3864,14469,14469,calibration,1
3865,1447,1447,calibration,1
3866,14471,14471,test,-1
3867,14472,14472,calibration,4
3868,14473,14473,calibration,1
3869,14474,14474,calibration,5
3870,14477,14477,calibration,3
3871,14478,14478,calibration,1
3872,14479,14479,calibration,5
3873,1448,1448,test,-1
3875,14481,14481,calibration,2
3876,14482,14482,test,-1
3877,14484,14484,calibration,2
3878,14485,14485,calibration,3
3879,14486,14486,calibration,4
3880,14487,14487,test,-1
3883,1449,1449,calibration,1
3884,14491,14491,calibration,1
3885,14492,14492,calibration,2
3886,14493,14493,test,-1
3887,14494,14494,test,-1
3888,14495,14495,test,-1
3889,14497,14497,test,-1
3890,14498,14498,test,-1
3892,145,145,calibration,1
3893,1450,1450,calibration,3
3894,14500,14500,test,-1
3895,14501,14501,calibration,3
3896,14502,14502,test,-1
3897,14503,14503,test,-1
3898,14504,14504,calibration,4
3899,14506,14506,calibration,2
3900,14507,14507,calibration,2
3901,14508,14508,calibration,4
3902,14509,14509,calibration,2
3903,1451,1451,calibration,1
3904,14510,14510,test,-1
3905,14511,14511,calibration,5
3906,14516,14516,calibration,1
3907,14518,14518,calibration,3
3908,14519,14519,calibration,1
3909,1452,1452,calibration,3
3910,14520,14520,test,-1
3911,14521,14521,test,-1
3912,14522,14522,test,-1
3913,14526,14526,calibration,3
3914,14527,14527,calibration,2
3915,14528,14528,test,-1
